model,year,motor_type,running,wheel,color,type,status,motor_volume,price
nissan,2009,petrol,148000  miles,left,white,suv,excellent,2.5,11000
hyundai,2019,petrol,75000  km,left,black,sedan,excellent,2.0,13500
nissan,2019,petrol,53000  miles,left,gray,suv,excellent,2.0,17200
kia,2019,petrol,43000  miles,left,white,sedan,excellent,2.0,15500
toyota,2017,petrol,40000  km,left,black,sedan,excellent,2.0,19500
hyundai,2020,petrol,32000  km,left,gray,sedan,excellent,2.0,19000
mercedes-benz,1995,petrol,600000  km,left,blue,sedan,crashed,2.0,3100
mercedes-benz,2008,petrol,300000  km,left,black,sedan,good,2.0,10000
mercedes-benz,2004,petrol and gas,239000  km,left,white,sedan,good,2.0,15750
mercedes-benz,2018,petrol,47000  km,left,black,sedan,excellent,2.0,15750
nissan,2017,petrol,143000  km,left,black,suv,excellent,2.0,15500
toyota,2020,petrol,67  miles,left,white,sedan,excellent,2.0,23000
mercedes-benz,2000,petrol,293000  km,left,silver,sedan,normal,2.0,5700
hyundai,2023,petrol,22000  km,left,black,sedan,excellent,2.0,34000
nissan,2017,petrol,65000  miles,left,silver,suv,excellent,2.0,15500
nissan,2017,petrol,109000  km,left,white,suv,excellent,2.5,17500
nissan,2017,petrol,60000  km,left,silver,suv,excellent,2.0,15000
hyundai,2014,petrol,87980  miles,left,white,sedan,good,2.0,10500
nissan,2018,petrol,85000  miles,left,black,suv,good,2.0,16500
nissan,2017,petrol,60000  miles,left,black,suv,excellent,2.5,18500
toyota,2019,petrol,73000  miles,left,black,sedan,excellent,1.8,21000
nissan,2017,petrol and gas,72000  miles,left,black,suv,excellent,2.5,18200
nissan,2017,petrol,38000  km,left,silver,Universal,excellent,2.0,17000
kia,2018,petrol,136000  miles,left,white,sedan,excellent,2.0,12700
hyundai,2015,petrol,118000  miles,left,white,sedan,excellent,1.8,15750
toyota,2008,petrol,207000  km,left,red,sedan,excellent,2.0,9200
mercedes-benz,1996,petrol,344000  km,left,blue,sedan,excellent,2.0,4500
mercedes-benz,2010,petrol,229000  km,left,black,sedan,excellent,2.0,11400
hyundai,2012,petrol,85000  miles,left,silver,sedan,good,2.0,9500
kia,2017,petrol,100000  km,left,silver,sedan,excellent,2.0,14500
kia,2020,petrol,29000  miles,left,black,sedan,excellent,2.0,21000
hyundai,2016,petrol,81000  km,left,silver,sedan,excellent,2.0,11300
hyundai,2012,gas,131000  miles,left,gray,sedan,excellent,2.0,9300
kia,2018,petrol,29000  miles,left,red,sedan,excellent,2.0,18700
mercedes-benz,1999,petrol,249000  km,left,gray,sedan,excellent,1.8,8250
hyundai,2020,petrol,45000  miles,left,white,sedan,excellent,2.0,16500
kia,2020,petrol,56000  miles,left,gray,sedan,excellent,2.0,14500
toyota,2020,petrol,10000  miles,left,black,sedan,excellent,2.0,19200
toyota,2016,gas,99755  miles,left,silver,sedan,excellent,2.0,13875
mercedes-benz,2007,petrol,200000  km,left,silver,sedan,excellent,2.0,9000
hyundai,2018,petrol,50000  miles,left,white,sedan,good,2.0,13000
hyundai,2018,petrol,107000  miles,left,white,sedan,excellent,2.0,13900
mercedes-benz,2004,gas,320000  km,left,cherry,sedan,good,2.4,6500
mercedes-benz,2012,petrol,220000  km,left,black,sedan,excellent,1.8,14900
toyota,2022,petrol,2900  miles,left,silver,suv,excellent,2.0,33000
hyundai,2015,petrol,36000  miles,left,cherry,sedan,excellent,2.0,10500
mercedes-benz,2006,petrol,250000  km,left,silver,sedan,good,2.5,8350
kia,2010,petrol,137900  miles,left,black,sedan,crashed,2.0,5500
hyundai,2011,petrol,125000  km,left,black,sedan,good,2.0,8900
hyundai,2013,petrol,124000  miles,left,white,sedan,good,2.0,10000
kia,2020,petrol,74000  miles,left,blue,sedan,excellent,2.0,16900
mercedes-benz,1997,gas,228000  km,left,black,sedan,good,2.0,5000
kia,2013,gas,114000  km,left,other,sedan,good,2.0,10500
mercedes-benz,2015,petrol,103  km,left,black,sedan,excellent,2.0,25000
hyundai,2017,petrol,59000  km,left,gray,sedan,excellent,2.0,14500
nissan,2018,petrol,77000  km,left,blue,suv,good,2.0,15200
kia,2019,gas,40000  km,left,gray,sedan,excellent,2.0,16000
mercedes-benz,2017,petrol,79000  km,left,black,sedan,excellent,2.0,26000
hyundai,2016,petrol,100000  km,left,cherry,sedan,excellent,2.0,14200
mercedes-benz,2012,petrol,200000  km,left,gray,sedan,excellent,2.0,14400
mercedes-benz,2005,petrol,190000  km,left,blue,sedan,excellent,2.0,9800
hyundai,2021,petrol,8000  miles,left,gray,sedan,excellent,2.0,28700
hyundai,2016,petrol,61000  miles,left,white,sedan,excellent,2.0,14500
hyundai,2019,petrol,62  miles,left,silver,sedan,good,2.0,16400
kia,2019,petrol,40000  miles,left,gray,sedan,excellent,2.0,17200
mercedes-benz,2001,gas,246000  km,left,silver,sedan,good,2.0,5500
mercedes-benz,2018,petrol,70000  km,left,black,sedan,excellent,2.0,33000
hyundai,2019,petrol,27000  miles,left,white,sedan,excellent,2.0,16800
hyundai,2016,petrol,52000  miles,left,white,sedan,excellent,2.0,15500
mercedes-benz,2019,petrol,103000  km,left,gray,sedan,excellent,2.0,35000
hyundai,2018,petrol,52000  km,left,silver,sedan,excellent,2.0,13800
mercedes-benz,1998,petrol,347000  km,left,blue,sedan,good,2.0,5800
hyundai,2019,petrol,56300  miles,left,silver,sedan,excellent,2.0,16700
hyundai,2019,petrol,35348  miles,left,white,sedan,excellent,2.0,14000
toyota,2019,petrol,48000  miles,left,black,sedan,excellent,2.0,18500
mercedes-benz,2019,petrol,51000  miles,left,white,sedan,excellent,2.0,35000
hyundai,2019,petrol,20000  km,left,red,sedan,excellent,2.0,18500
mercedes-benz,1998,gas,225000  km,left,green,sedan,good,2.4,5700
hyundai,2018,petrol,48000  miles,left,blue,sedan,excellent,2.0,15500
hyundai,2019,petrol,20000  miles,left,black,sedan,excellent,2.0,18000
mercedes-benz,2017,petrol,77000  km,left,white,sedan,excellent,2.0,32700
mercedes-benz,2008,petrol,154000  km,left,black,sedan,good,2.0,10500
toyota,2016,petrol,120  miles,left,black,sedan,excellent,1.8,13000
kia,2022,petrol,4200  miles,left,gray,sedan,excellent,0.2,26400
kia,2019,petrol,35000  miles,left,black,sedan,excellent,2.0,16500
hyundai,2017,petrol,50500  km,left,silver,sedan,excellent,2.0,12000
mercedes-benz,1993,petrol,350000  km,left,blue,sedan,normal,1.8,3300
kia,2020,petrol,30000  km,left,blue,sedan,excellent,2.0,18000
mercedes-benz,2003,gas,300000  km,left,other,sedan,normal,2.0,6000
nissan,2017,petrol,78000  miles,left,white,suv,excellent,2.0,17500
toyota,2019,petrol,120000  km,left,black,sedan,new,2.0,23000
mercedes-benz,2005,gas,247000  km,left,silver,sedan,excellent,2.6,7500
toyota,2011,petrol,120000  km,left,black,sedan,good,2.0,15750
hyundai,2012,gas,135000  miles,left,black,sedan,good,2.0,9000
hyundai,2019,petrol,32000  miles,left,red,sedan,excellent,2.0,13900
mercedes-benz,2008,petrol,152000  km,left,gray,sedan,excellent,2.0,12500
mercedes-benz,2021,petrol,18500  km,left,black,sedan,good,2.0,37500
mercedes-benz,1995,gas,250000  km,left,white,sedan,good,2.0,5000
toyota,2011,petrol and gas,130000  miles,left,black,sedan,excellent,1.8,11500
kia,2019,petrol,34000  km,left,black,sedan,excellent,2.0,14500
nissan,2020,petrol,32000  miles,left,gray,hatchback,excellent,2.0,19300
kia,2019,petrol,32000  miles,left,black,sedan,good,2.0,17000
nissan,2017,petrol,119000  km,left,blue,suv,excellent,2.0,14800
toyota,2020,petrol,16000  miles,left,white,sedan,excellent,2.0,19500
hyundai,2022,petrol,3000  miles,left,blue,sedan,excellent,2.0,27500
kia,2014,petrol,119000  miles,left,black,sedan,good,1.8,10200
hyundai,2011,petrol,185000  km,left,white,sedan,good,1.8,8000
nissan,2021,petrol,16000  km,left,black,suv,excellent,2.5,35500
nissan,2016,petrol,180000  km,left,silver,suv,excellent,2.5,18900
mercedes-benz,2000,petrol,135000  km,left,silver,sedan,excellent,2.0,8500
toyota,2020,petrol,36000  km,left,black,sedan,crashed,2.0,11000
nissan,2020,petrol,73  km,left,white,suv,excellent,2.0,21000
mercedes-benz,2015,petrol,38000  km,left,black,sedan,excellent,1.8,15750
mercedes-benz,2005,petrol,250000  km,left,white,sedan,good,2.0,7800
kia,2019,petrol,58000  miles,left,silver,sedan,excellent,2.0,16000
hyundai,2019,petrol,66661  miles,left,silver,sedan,good,2.0,15750
kia,2019,petrol,64000  miles,left,blue,sedan,excellent,2.0,14900
nissan,2019,petrol,28000  miles,left,black,suv,excellent,2.0,19500
hyundai,2014,petrol,158000  miles,left,silver,sedan,excellent,2.0,9475
kia,2020,petrol,74000  km,left,blue,sedan,excellent,2.0,16900
nissan,2018,petrol,80000  miles,left,white,Universal,excellent,2.0,15750
hyundai,2016,petrol,160000  km,left,black,sedan,excellent,2.0,11100
kia,2020,petrol,37000  miles,left,orange,sedan,excellent,2.0,20000
mercedes-benz,2004,gas,260000  km,left,gray,sedan,good,2.0,7600
hyundai,2020,petrol,38000  miles,left,white,sedan,excellent,2.0,15750
toyota,2016,petrol,112039  km,left,black,sedan,good,1.8,16000
kia,2017,petrol and gas,145000  km,left,white,sedan,excellent,2.0,15000
nissan,2019,petrol,28000  km,left,gray,suv,excellent,2.0,15750
hyundai,2017,petrol,38000  miles,left,silver,sedan,excellent,2.0,15000
hyundai,2015,petrol,83000  miles,left,white,sedan,good,2.0,11500
hyundai,2013,petrol,127000  miles,left,black,sedan,good,1.8,9990
nissan,2017,petrol,130000  miles,left,white,suv,excellent,2.5,15800
toyota,2007,petrol,240000  km,left,black,sedan,good,2.0,9500
kia,2018,petrol,38900  miles,left,black,sedan,excellent,2.0,14800
hyundai,2007,petrol,160000  km,left,black,sedan,excellent,2.0,7250
mercedes-benz,2018,petrol,57000  km,left,white,sedan,excellent,2.0,32700
nissan,2019,petrol,28400  miles,left,black,suv,excellent,2.0,19300
toyota,2020,petrol,30000  km,left,gray,sedan,excellent,2.0,21700
mercedes-benz,2012,petrol,170000  km,left,white,suv,excellent,2.0,15500
kia,2019,petrol,26800  miles,left,black,sedan,excellent,2.0,17300
nissan,2018,petrol and gas,45000  miles,left,gray,suv,excellent,2.0,21000
hyundai,2018,petrol,79000  km,left,black,sedan,excellent,2.0,13500
mercedes-benz,2014,petrol,7280  miles,left,red,sedan,excellent,2.0,18000
mercedes-benz,2008,petrol,131000  km,left,white,sedan,excellent,2.0,12300
nissan,2018,petrol,60000  km,left,white,hatchback,excellent,2.5,18500
toyota,2014,petrol,125000  km,left,blue,sedan,good,2.0,13000
hyundai,2019,petrol,76000  miles,left,black,sedan,excellent,2.0,18500
toyota,2020,petrol,68500  km,left,silver,sedan,excellent,2.0,22900
nissan,2019,petrol,49000  miles,left,gray,suv,excellent,2.0,23200
kia,2020,petrol,60000  miles,left,silver,sedan,excellent,2.0,19000
toyota,2011,petrol,300000  km,left,silver,sedan,excellent,2.0,8800
hyundai,2018,petrol,52000  miles,left,gray,sedan,excellent,2.0,15250
nissan,2018,petrol,72200  miles,left,black,suv,excellent,2.0,15000
mercedes-benz,2007,petrol and gas,280000  km,left,black,sedan,good,2.0,12000
toyota,2009,petrol,180000  km,left,black,sedan,excellent,2.0,11300
toyota,2016,petrol,134000  km,left,black,sedan,excellent,1.6,16500
toyota,2013,petrol and gas,264000  km,left,black,sedan,good,2.0,13500
mercedes-benz,1995,gas,210000  km,left,silver,sedan,normal,2.0,4500
toyota,2019,petrol,54000  km,left,black,sedan,excellent,1.6,15750
hyundai,2014,petrol,52000  miles,left,white,sedan,excellent,1.8,11500
mercedes-benz,2018,petrol,41000  km,left,black,sedan,excellent,2.0,39500
nissan,2017,petrol,80000  miles,left,white,suv,excellent,2.0,15750
kia,2017,petrol,58000  miles,left,white,sedan,excellent,2.0,12000
nissan,2017,petrol,165000  km,left,black,sedan,good,2.0,13500
mercedes-benz,1998,petrol,276001  km,left,white,sedan,good,2.0,5900
hyundai,2017,petrol,95000  miles,left,silver,sedan,excellent,2.0,15750
mercedes-benz,2001,petrol,230000  km,left,silver,sedan,good,2.0,6000
mercedes-benz,2020,petrol,37000  km,left,white,sedan,excellent,2.0,37500
kia,2010,petrol,86000  miles,left,white,sedan,excellent,2.0,8500
toyota,2016,petrol,85000  km,left,black,sedan,excellent,2.0,15500
hyundai,2019,petrol,55000  miles,left,brown,sedan,good,2.0,15000
kia,2016,petrol,77000  miles,left,black,sedan,excellent,1.8,12000
nissan,2017,petrol,94800  miles,left,white,suv,excellent,2.5,18000
hyundai,2020,petrol,45000  miles,left,white,sedan,excellent,2.0,16200
nissan,2019,petrol,60000  miles,left,black,suv,excellent,2.5,16700
mercedes-benz,2012,petrol,100000  km,left,silver,sedan,excellent,2.0,14000
hyundai,2016,petrol,106000  miles,left,white,sedan,excellent,2.0,12200
kia,2019,petrol,53500  miles,left,white,sedan,excellent,2.0,16900
nissan,2018,petrol,95000  km,left,white,suv,excellent,2.5,15500
hyundai,2019,petrol,11000  miles,left,blue,sedan,excellent,2.0,16600
nissan,2015,gas,78000  miles,left,other,suv,excellent,2.5,15500
nissan,2017,petrol,80000  km,left,silver,suv,excellent,2.5,16500
hyundai,2018,petrol,65000  miles,left,black,sedan,excellent,2.0,15000
mercedes-benz,2020,petrol,29500  km,left,white,sedan,new,1.5,36500
toyota,2020,petrol,53009  km,left,black,sedan,excellent,2.0,25800
nissan,2017,petrol,147000  km,left,blue,suv,excellent,2.4,14800
toyota,2017,petrol,91000  km,left,white,sedan,excellent,1.6,17500
mercedes-benz,2016,petrol,50000  km,left,white,sedan,excellent,2.0,35500
nissan,2020,petrol,20000  miles,left,black,suv,excellent,2.0,15750
mercedes-benz,2017,petrol,137000  km,left,white,sedan,excellent,2.0,28500
nissan,2018,petrol,44000  miles,left,silver,suv,excellent,2.0,18500
hyundai,2017,gas,136000  miles,left,white,sedan,good,2.0,12500
nissan,2019,petrol,79000  miles,left,black,suv,excellent,2.0,18900
hyundai,2017,petrol,40400  miles,left,black,sedan,excellent,2.0,12900
nissan,2018,petrol,64000  miles,left,blue,suv,excellent,2.0,16500
toyota,2017,petrol,75000  km,left,other,sedan,excellent,2.0,18000
mercedes-benz,2010,petrol,200  km,left,white,sedan,excellent,3.5,19000
mercedes-benz,1995,gas,109  km,left,blue,sedan,good,2.0,4500
toyota,2017,petrol,64000  km,left,black,sedan,excellent,2.0,17900
mercedes-benz,2007,petrol,173000  km,left,black,sedan,excellent,2.3,7900
nissan,2019,petrol,31000  km,left,black,suv,excellent,2.0,18500
hyundai,2014,petrol,159000  miles,left,gray,sedan,good,2.0,10000
nissan,2018,petrol,54000  miles,left,white,Universal,excellent,2.0,20700
nissan,2016,petrol,200000  km,left,black,suv,excellent,2.5,15000
toyota,2020,petrol,100000  km,left,black,sedan,excellent,1.8,19000
hyundai,2012,petrol and gas,131000  miles,left,white,sedan,excellent,2.0,8900
kia,2019,petrol,58000  miles,left,white,sedan,excellent,2.0,16400
kia,2017,petrol,115000  miles,left,black,sedan,excellent,2.0,11400
kia,2012,petrol and gas,146500  miles,left,black,sedan,good,2.0,7600
mercedes-benz,2002,petrol and gas,296000  km,left,silver,sedan,good,2.0,6100
kia,2014,petrol and gas,116000  miles,left,white,sedan,excellent,1.8,10800
kia,2010,petrol,166000  miles,left,blue,Coupe,good,2.0,7200
nissan,2017,petrol,40  miles,left,black,suv,good,2.0,16500
kia,2012,gas,100000  miles,left,white,sedan,excellent,2.0,9900
nissan,2017,petrol,77000  miles,left,white,suv,excellent,2.0,16000
mercedes-benz,2017,petrol,110157  km,left,blue,sedan,excellent,2.0,33000
toyota,2010,petrol,169000  km,left,black,sedan,good,1.6,10900
nissan,2017,petrol,58000  miles,left,white,suv,excellent,2.5,18700
mercedes-benz,2009,petrol,180000  km,left,white,sedan,good,2.0,12500
nissan,2017,petrol,91000  miles,left,gray,suv,excellent,2.5,16300
toyota,2021,petrol,20000  miles,left,black,sedan,excellent,2.0,15750
mercedes-benz,2010,petrol,145000  miles,left,black,sedan,good,3.0,12500
nissan,2017,petrol,35000  miles,left,blue,suv,excellent,2.0,14700
nissan,2018,petrol,45000  miles,left,white,suv,excellent,2.0,20300
hyundai,2021,petrol,36000  km,left,white,sedan,excellent,2.0,26200
mercedes-benz,2015,petrol,80000  miles,left,black,sedan,excellent,2.0,15750
kia,2019,petrol,29700  miles,left,gray,sedan,excellent,2.0,17300
mercedes-benz,2017,petrol,53000  km,left,white,sedan,excellent,1.8,30000
nissan,2018,petrol,61000  miles,left,black,suv,excellent,2.0,17500
nissan,2019,petrol,120000  km,left,white,Universal,excellent,2.5,16500
toyota,2015,petrol,99000  miles,left,black,sedan,good,2.0,14800
hyundai,2017,petrol,99000  miles,left,white,sedan,excellent,2.0,12700
kia,2019,petrol,20000  miles,left,white,sedan,excellent,2.0,17500
mercedes-benz,2019,petrol,23500  km,left,black,sedan,excellent,2.0,34900
toyota,2014,petrol,150000  km,left,white,sedan,excellent,2.0,15300
hyundai,2018,petrol,14000  miles,left,black,sedan,excellent,2.0,15800
mercedes-benz,2005,petrol,90000  km,left,black,sedan,excellent,2.5,9200
mercedes-benz,2015,petrol,90000  km,left,white,sedan,excellent,2.0,15750
nissan,2019,petrol,68000  miles,left,black,suv,excellent,2.5,19300
hyundai,2017,petrol,43000  miles,left,gray,sedan,excellent,2.0,12700
mercedes-benz,1996,petrol,263000  km,left,silver,sedan,excellent,2.0,5700
mercedes-benz,2005,petrol,355535  km,left,black,sedan,good,2.5,6500
nissan,2021,petrol,32000  km,left,black,suv,new,2.0,19900
nissan,2019,petrol and gas,44000  km,left,white,suv,excellent,2.5,22000
mercedes-benz,1995,gas,351000  km,left,silver,sedan,excellent,1.8,4500
toyota,2016,petrol,70000  km,left,white,sedan,good,1.8,15750
kia,2013,petrol,85625  miles,left,black,sedan,good,2.0,12500
toyota,2014,gas,110500  km,left,black,sedan,excellent,1.6,16000
toyota,2020,petrol,67000  km,left,white,sedan,excellent,2.0,19900
hyundai,2013,petrol,140000  miles,left,silver,sedan,good,2.0,9000
nissan,2020,petrol,18000  km,left,gray,suv,excellent,2.0,20700
nissan,2021,petrol,68444  km,left,black,suv,excellent,2.0,37500
mercedes-benz,2016,petrol,54000  miles,left,black,sedan,excellent,2.0,28000
hyundai,2020,petrol,75000  miles,left,red,sedan,excellent,2.0,17500
mercedes-benz,2015,petrol,58000  km,left,white,sedan,excellent,2.0,20800
mercedes-benz,1998,petrol,250000  km,left,silver,sedan,excellent,1.8,5800
nissan,2019,petrol,54000  miles,left,black,suv,excellent,2.0,20000
toyota,2016,gas,87000  km,left,white,sedan,excellent,2.0,15800
toyota,2017,petrol,123000  miles,left,silver,sedan,excellent,2.0,14700
kia,2020,petrol,69000  miles,left,white,sedan,excellent,2.0,18200
nissan,2019,petrol,50000  miles,left,gray,suv,excellent,2.0,18000
nissan,2018,petrol,45000  miles,left,silver,suv,excellent,2.0,17900
hyundai,2018,petrol,78000  miles,left,blue,sedan,excellent,2.0,13950
nissan,2016,petrol,198000  km,left,brown,suv,excellent,2.0,13000
hyundai,2016,petrol and gas,137000  km,left,white,sedan,excellent,2.0,12700
hyundai,2019,petrol,32000  km,left,blue,sedan,excellent,2.0,18000
toyota,2016,petrol,114000  km,left,black,sedan,excellent,2.0,15750
toyota,2001,petrol,250000  km,left,blue,hatchback,normal,2.0,3800
nissan,2019,petrol,43500  km,left,black,suv,excellent,1.3,25900
kia,2009,petrol,88  km,left,blue,Coupe,good,2.0,7200
mercedes-benz,2006,petrol,270  km,left,silver,sedan,normal,2.0,6500
nissan,2019,petrol,22000  miles,left,white,suv,excellent,2.0,19300
nissan,2018,petrol,70000  miles,left,gray,Universal,excellent,2.5,16000
hyundai,2020,petrol,25000  miles,left,black,sedan,excellent,2.0,19000
mercedes-benz,1998,petrol,155000  km,left,black,sedan,excellent,2.0,4600
mercedes-benz,2017,petrol,81000  km,left,black,sedan,good,2.0,35000
hyundai,2015,petrol,91000  km,left,gray,sedan,excellent,2.0,10200
kia,2020,petrol,33000  miles,left,blue,sedan,excellent,2.0,18500
mercedes-benz,2002,petrol,260000  km,left,blue,sedan,good,2.0,5800
mercedes-benz,2013,petrol,175000  km,left,white,sedan,excellent,2.5,15000
toyota,2021,petrol,17000  miles,left,gray,sedan,excellent,2.0,23500
kia,2015,petrol,85000  miles,left,black,sedan,good,2.0,10700
kia,2019,petrol,20000  km,left,white,sedan,good,2.0,18000
nissan,2018,petrol,67000  km,left,silver,suv,excellent,2.0,18500
kia,2015,petrol,84000  miles,left,black,sedan,good,1.8,10000
nissan,2017,petrol,66000  miles,left,silver,suv,excellent,2.0,19800
kia,2017,petrol,97  miles,left,silver,sedan,good,2.0,10800
toyota,2012,petrol,110000  miles,left,white,sedan,excellent,2.0,13500
hyundai,2011,petrol,166000  km,left,silver,sedan,good,2.0,10200
kia,2012,petrol,77000  miles,left,black,sedan,excellent,2.0,8500
toyota,2023,petrol,40  km,left,white,sedan,good,2.0,25000
kia,2019,petrol,90000  miles,left,black,sedan,good,2.0,15750
mercedes-benz,2008,petrol,120000  km,left,white,sedan,excellent,2.5,13200
toyota,2015,petrol,87000  km,left,black,sedan,excellent,2.0,18300
mercedes-benz,2003,petrol and gas,190000  km,left,gray,sedan,normal,2.0,6600
toyota,2019,petrol,100000  km,left,black,sedan,excellent,1.8,14900
kia,2019,petrol,46000  miles,left,gray,sedan,good,2.0,15200
mercedes-benz,2004,petrol,330000  km,left,black,sedan,good,2.0,4200
nissan,2018,petrol,62000  miles,left,black,suv,excellent,2.5,19500
nissan,2017,petrol,65000  miles,left,gray,suv,excellent,2.0,20500
hyundai,2015,petrol,120  miles,left,white,sedan,excellent,2.0,10900
toyota,2020,petrol,67000  miles,left,red,sedan,excellent,2.0,15900
nissan,2018,petrol,96000  km,left,blue,sedan,excellent,2.5,16800
kia,2019,petrol,16600  miles,left,red,sedan,excellent,2.0,17200
nissan,2017,petrol and gas,175000  km,left,white,suv,excellent,2.5,17700
nissan,2018,petrol,62000  miles,left,black,suv,crashed,2.5,13000
kia,2016,petrol,120000  km,left,black,sedan,good,2.0,9400
mercedes-benz,1999,gas,260000  km,left,blue,sedan,normal,2.0,4300
hyundai,2019,gas,530000  miles,left,silver,sedan,excellent,2.0,16800
hyundai,2013,petrol,93000  miles,left,red,sedan,excellent,1.8,11000
hyundai,2013,petrol,100000  km,left,gray,sedan,good,2.0,8600
mercedes-benz,2019,petrol,40000  km,left,blue,sedan,excellent,2.0,33500
toyota,2019,petrol,67000  miles,left,silver,sedan,excellent,1.8,17000
hyundai,2020,petrol,5918  miles,left,silver,sedan,excellent,2.0,21800
nissan,2017,petrol and gas,110000  miles,left,black,suv,excellent,2.0,15700
toyota,2014,petrol,128000  km,left,gray,sedan,excellent,2.0,14000
mercedes-benz,2007,petrol,139000  miles,left,black,sedan,good,2.5,8100
toyota,2011,gas,170000  miles,left,white,sedan,excellent,1.8,12000
kia,2020,petrol,24000  km,left,black,sedan,excellent,2.0,17800
mercedes-benz,2001,gas,257000  km,left,black,sedan,good,2.0,6000
hyundai,2015,gas,110000  miles,left,white,sedan,normal,2.0,9000
nissan,2017,petrol,83000  miles,left,white,suv,excellent,2.0,17500
kia,2018,petrol,25000  miles,left,blue,sedan,excellent,2.0,20000
toyota,2022,petrol,50  km,left,black,sedan,new,2.0,25500
mercedes-benz,2010,petrol,300000  km,left,black,sedan,excellent,3.0,12500
kia,2019,petrol,57500  miles,left,silver,sedan,good,2.0,17500
nissan,2018,petrol,71000  km,left,black,suv,excellent,2.5,15300
nissan,2020,petrol,80000  km,left,gray,suv,excellent,2.0,14500
kia,2010,petrol,78000  miles,left,white,Coupe,excellent,2.0,8000
toyota,2019,petrol,55000  miles,left,white,sedan,excellent,2.0,22000
nissan,2020,petrol,43000  km,left,black,suv,excellent,2.0,19700
mercedes-benz,1987,gas,290000  km,left,cherry,sedan,excellent,2.0,4950
mercedes-benz,1996,gas,3187  km,left,green,sedan,good,2.0,4300
kia,2012,petrol,120000  miles,left,white,sedan,excellent,2.0,8900
kia,2019,petrol,34000  miles,left,white,sedan,excellent,2.0,17500
mercedes-benz,2017,petrol,64000  miles,left,black,sedan,crashed,2.0,12000
toyota,2019,petrol,45000  km,left,black,sedan,excellent,2.0,18500
mercedes-benz,2015,petrol,125000  km,left,white,sedan,excellent,2.0,24500
nissan,2018,petrol,67500  miles,left,black,suv,excellent,2.5,18500
mercedes-benz,2013,petrol,190000  km,left,black,sedan,excellent,3.5,20000
nissan,2017,petrol,54000  miles,left,gray,suv,excellent,2.5,18000
nissan,2018,petrol,120000  miles,left,blue,suv,excellent,2.5,15500
kia,2019,petrol,88221  miles,left,silver,sedan,excellent,2.0,15300
hyundai,2017,petrol,560000  km,left,black,sedan,excellent,2.0,16800
mercedes-benz,1999,gas,254000  km,left,blue,sedan,excellent,1.8,4800
toyota,2008,gas,275000  km,left,black,sedan,excellent,2.0,9800
kia,2019,petrol,42000  miles,left,gray,sedan,excellent,2.0,16500
mercedes-benz,2008,petrol,167000  km,left,white,sedan,excellent,3.5,9600
kia,2020,petrol,27000  miles,left,gray,sedan,excellent,2.0,16200
kia,2019,petrol,68000  miles,left,black,sedan,good,2.0,14200
nissan,2019,petrol,6400  miles,left,silver,Universal,excellent,2.0,15200
kia,2020,petrol,36000  miles,left,red,sedan,excellent,2.0,15000
toyota,2019,petrol,50000  miles,left,black,sedan,excellent,2.0,19000
hyundai,2019,petrol,94000  km,left,black,sedan,excellent,2.0,17500
hyundai,2015,petrol,81000  miles,left,gray,sedan,excellent,2.0,14000
nissan,2020,gas,52000  km,left,black,suv,excellent,2.5,17500
hyundai,2019,petrol,42000  miles,left,silver,sedan,excellent,2.0,15400
mercedes-benz,1998,petrol,179000  km,left,black,sedan,excellent,2.0,6300
hyundai,2021,petrol,44000  km,left,black,sedan,excellent,2.0,20500
hyundai,2016,petrol,46900  miles,left,white,sedan,excellent,2.0,13800
hyundai,2015,petrol,57989  km,left,gray,sedan,excellent,1.8,11500
nissan,2017,petrol,67000  miles,left,blue,suv,excellent,2.5,14800
nissan,2013,petrol,223500  km,left,white,suv,good,2.0,12300
mercedes-benz,2015,petrol,165000  km,left,black,sedan,good,2.0,25000
toyota,2021,petrol,68000  km,left,silver,sedan,excellent,2.0,25000
nissan,2018,petrol,83000  km,left,white,suv,good,2.0,14000
kia,2022,petrol,3000  miles,left,black,sedan,new,2.0,25500
kia,2015,petrol,82000  miles,left,silver,sedan,excellent,2.0,12000
kia,2020,petrol,60000  miles,left,silver,sedan,excellent,2.0,19000
kia,2017,petrol,34000  miles,left,black,sedan,good,2.0,12300
hyundai,2017,petrol,43000  km,left,white,hatchback,excellent,1.6,15000
kia,2019,petrol,15000  miles,left,red,sedan,excellent,2.0,17500
mercedes-benz,1998,petrol and gas,350850  km,left,silver,sedan,excellent,2.0,4700
kia,2022,petrol,22000  miles,left,gray,sedan,excellent,2.0,21000
kia,2015,petrol,135  miles,left,black,sedan,excellent,2.0,10000
toyota,2008,petrol,276000  km,left,black,sedan,good,1.6,8300
toyota,2018,petrol,47000  km,left,black,sedan,excellent,1.8,15800
nissan,2019,petrol,30000  miles,left,black,suv,excellent,2.0,15300
nissan,2017,petrol,74000  miles,left,black,suv,excellent,2.0,16000
mercedes-benz,2011,petrol,190000  km,left,black,sedan,excellent,2.0,12500
hyundai,2021,petrol,29000  miles,left,white,sedan,excellent,2.0,25600
hyundai,2017,petrol,50500  miles,left,silver,sedan,excellent,2.0,12200
mercedes-benz,2017,petrol,75000  km,left,gray,sedan,excellent,2.0,27900
hyundai,2018,petrol,85000  km,left,gray,sedan,excellent,2.0,13600
nissan,2012,petrol,210000  km,left,white,hatchback,excellent,2.5,12000
